Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/lbt_17x4_region_fm_*/_search [emd],27,0,82,183.313513851852,22.136207999999158,806.793834,291697.962962963,0.4634820990159833,0.0,82,170,200,290,400,790,810,810,810,810,810
POST,/lbt_17x4_region_fm_*/_search [sd],28,0,63,114.0989865000005,11.418041999998962,748.6831250000001,1866.0357142857142,0.48064810268324193,0.0,67,100,130,160,270,280,750,750,750,750,750
POST,/lbt_17x4_region_fm_*/_search [sgg],28,0,47,134.2026606785711,14.145875000004082,809.862666,18280.178571428572,0.48064810268324193,0.0,52,61,110,120,490,790,810,810,810,810,810
,Aggregated,83,0,67,143.39651801204832,11.418041999998962,809.862666,101686.01204819277,1.424778304382467,0.0,67,100,160,190,380,750,810,810,810,810,810
