Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/lbt_2x3_fm_*/_search [emd],26,0,100.0,193.03983984615382,30.521874999998033,773.2744999999999,283464.8076923077,0.44055791749189543,0.0,120,180,220,250,710,720,770,770,770,770,770
POST,/lbt_2x3_fm_*/_search [sd],28,0,170.0,298.8818794642862,9.141874999997412,1125.094542,1977.107142857143,0.4744469880681951,0.0,200,360,520,520,800,1100,1100,1100,1100,1100,1100
POST,/lbt_2x3_fm_*/_search [sgg],27,0,88,158.78555111111078,8.484792000004404,1133.072292,20559.59259259259,0.45750245278004525,0.0,88,140,160,170,340,370,1100,1100,1100,1100,1100
,Aggregated,81,0,97,218.20911532098756,8.484792000004404,1133.072292,98525.34567901235,1.3725073583401357,0.0,97,180,270,330,530,770,1100,1100,1100,1100,1100
