Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/lbt_17x4_region_nofm_*/_search [emd],56,0,120.0,178.54977603571368,31.670292000001155,937.0423749999973,312431.0714285714,0.9482675667546996,0.0,130,150,170,210,400,620,840,940,940,940,940
POST,/lbt_17x4_region_nofm_*/_search [sd],55,0,86,182.85776210909177,34.36395900000022,842.5125,1995.8727272727272,0.9313342173483656,0.0,86,150,190,260,580,650,730,840,840,840,840
POST,/lbt_17x4_region_nofm_*/_search [sgg],59,0,130.0,202.13204872881377,22.78062499999578,724.4624580000014,23080.118644067796,0.9990676149737013,0.0,130,200,250,270,590,620,620,720,720,720,720
,Aggregated,170,0,120.0,188.1279720529413,22.78062499999578,937.0423749999973,111574.35294117648,2.8786693990767667,0.0,120,170,210,260,580,620,730,840,940,940,940
